Country or Area,Year,Area,City,Reliability,Source Year,Value,Value Footnotes
Russian Federation,2009,Total,Naltchik,"Final figure, complete",2010,295269,
Philippines,2007,Total,Batangas,"Final figure, complete",2012,295231,
Poland,2006,Total,Bialystok,"Final figure, complete",2007,295210,66
Mexico,2007,Total,Tepic,"Final figure, complete",2009,295204,
Mexico,2007,Total,Tepic,"Final figure, complete",2009,295204,
Mexico,2005,Total,Tepic,"Final figure, complete",2007,295204,1
Lithuania,2001,Total,VILNIUS,"Final figure, complete",2009,295190,
China,2000,Total,Anning,"Final figure, complete",2002,295173,
Japan,2004,Total,Yokkaichi,"Final figure, complete",2004,295116,"12,13"
Canada,2011,Total,Vancouver,"Final figure, complete",2013,295100,
Japan,2004,Total,Aomori,"Final figure, complete",2004,295084,"12,13"
Denmark,2015,Total,KOBENHAVN,"Final figure, complete",2015,295077,"110,115"
Thailand,2000,Total,Phichit,"Final figure, complete",2000,295031,30
United States of America,2007,Total,Toledo (OH),"Final figure, complete",2008,295029,"3,4"
Germany,2013,Total,Essen,"Final figure, complete",2013,295010,
Poland,2010,Total,Bialystok,"Final figure, complete",2011,294989,66
Lithuania,2004,Total,VILNIUS,"Final figure, complete",2005,294989,
Poland,2012,Total,Poznan,"Final figure, complete",2013,294975,66
Mexico,2007,Total,CuliacÃ¡n Rosales,"Final figure, complete",2009,294974,
Mexico,2007,Total,CuliacÃ¡n Rosales,"Final figure, complete",2009,294974,
Mexico,2005,Total,Guadalajara,"Final figure, complete",2007,294974,1
Ukraine,2013,Total,Krivoy Rog,"Final figure, complete",2013,294972,
Poland,2009,Total,Wroclaw,"Final figure, complete",2010,294949,66
Lithuania,2003,Total,VILNIUS,"Final figure, complete",2004,294918,
Kazakhstan,2003,Total,Semipalatinsk,"Final figure, complete",2004,294889,
Poland,2010,Total,Wroclaw,"Final figure, complete",2011,294850,66
Germany,2014,Total,Dortmund,"Final figure, complete",2014,294828,
Brazil,2010,Total,Blumenou,"Final figure, complete",2012,294821,
Poland,2007,Total,Bialystok,"Final figure, complete",2008,294817,66
China,2000,Total,Yanzhou,"Final figure, complete",2002,294806,
Republic of Korea,2015,Total,Jeju (Cheju),"Final figure, complete",2015,294781,18
Mexico,2007,Total,Acapulco,"Final figure, complete",2009,294769,
Mexico,2007,Total,Acapulco,"Final figure, complete",2009,294769,
Mexico,2005,Total,Acapulco,"Final figure, complete",2007,294769,1
Germany,2011,Total,Karlsruhe,"Final figure, complete",2011,294761,
Russian Federation,2006,Total,Tyumen,"Final figure, complete",2007,294756,"16,17"
India,2001,Total,Kochi,"Final figure, complete",2007,294756,5
Spain,2012,Total,MÃ¡laga,"Final figure, complete",2013,294755,
Netherlands,2008,Total,Utrecht,"Final figure, complete",2008,294737,
Colombia,2005,Total,Valledupar,"Final figure, complete",2008,294731,
Mauritania,2000,Total,NOUAKCHOTT,"Final figure, complete",2011,294686,
Ukraine,2005,Total,Chernihiv,"Final figure, complete",2005,294677,
Poland,2012,Total,Bialystok,"Final figure, complete",2013,294675,66
Netherlands,2003,Total,Rotterdam,"Final figure, complete",2003,294665,102
Russian Federation,2010,Total,Kemerovo,"Final figure, complete",2013,294643,
Russian Federation,2010,Total,Kemerovo,"Final figure, complete",2013,294643,
Germany,2013,Total,Mannheim,"Final figure, complete",2013,294627,
Poland,2012,Total,Wroclaw,"Final figure, complete",2013,294627,66
Spain,2013,Total,MÃ¡laga,"Final figure, complete",2014,294621,
Spain,2010,Total,MÃ¡laga,"Final figure, complete",2012,294612,
Thailand,2000,Total,Pattani,"Final figure, complete",2000,294605,30
El Salvador,2005,Total,Soyapango,"Final figure, complete",2008,294604,119
Spain,2011,Total,MÃ¡laga,"Final figure, complete",2013,294591,
India,2001,Total,Rohtak,"Final figure, complete",2007,294577,5
United States of America,2010,Total,Portland (OR),"Final figure, complete",2013,294565,"3,4"
Republic of Korea,2000,Total,Cheongju,"Final figure, complete",2002,294556,
Ukraine,2009,Total,Poltava,"Final figure, complete",2009,294552,
Italy,2010,Total,Catania,"Final figure, complete",2011,294524.5,
Kazakhstan,2004,Total,Ust-Kamenogorsk,"Final figure, complete",2004,294507,
Poland,2011,Total,Wroclaw,"Final figure, complete",2012,294469,66
United States of America,2010,Total,Oklahoma City (OK),"Final figure, complete",2013,294443,"3,4"
United States of America,2007,Total,Riverside (CA),"Final figure, complete",2008,294437,"3,4"
Japan,2003,Total,Yokkaichi,"Final figure, complete",2003,294423,"12,13"
Poland,2009,Total,Bialystok,"Final figure, complete",2010,294399,66
Germany,2013,Total,Stuttgart,"Final figure, complete",2013,294347,
Spain,2009,Total,MÃ¡laga,"Final figure, complete",2011,294322,
Russian Federation,2006,Total,Vologda,"Final figure, complete",2007,294311,"16,17"
Philippines,2010,Total,San Pedro,"Final figure, complete",2013,294310,
China,2000,Total,Jishou,"Final figure, complete",2002,294297,
Denmark,2006,Total,Ã…rhus,"Final figure, complete",2007,294273,115
Japan,2005,Total,Hakodate,"Final figure, complete",2007,294264,"12,13"
Czech Republic,2015,Total,Ostrava,"Final figure, complete",2015,294200,
Poland,2011,Total,Bialystok,"Final figure, complete",2012,294197,66
Brazil,2010,Total,Ribeirao das Neves,"Final figure, complete",2012,294158,
United States of America,2010,Total,Las Vegas (NV),"Final figure, complete",2013,294100,"3,4"
Poland,2011,Total,Poznan,"Final figure, complete",2013,294086,
United States of America,2000,Total,Nashville-Davidson (TN),"Final figure, complete",2002,294026,"3,4"
Japan,2000,Total,Kagoshima,"Final figure, complete",2009,293963,"12,13"
Denmark,2005,Total,Ã…rhus,"Final figure, complete",2006,293932,115
United States of America,2000,Total,Corpus Christi (TX),"Final figure, complete",2002,293925,"3,4"
Norway,2009,Total,OSLO,"Final figure, complete",2010,293907.5,
Italy,2011,Total,Catania,"Final figure, complete",2012,293902,
China,2000,Total,Anqing,"Final figure, complete",2002,293884,
Mexico,2010,Total,Reynosa-RÃ_o Bravo,"Final figure, complete",2011,293880,
Germany,2011,Total,Dortmund,"Final figure, complete",2014,293869,
Saudi Arabia,2004,Total,Ad-Dammam,"Final figure, complete",2006,293827,
Japan,2003,Total,Kasugai,"Final figure, complete",2003,293809,"12,13"
Russian Federation,2007,Total,Vologda,"Final figure, complete",2008,293764,
Senegal,2007,Total,Guediawaye,"Final figure, complete",2007,293737,
China,2000,Total,Xinzheng,"Final figure, complete",2002,293711,
India,2001,Total,Warangal,"Final figure, complete",2007,293709,5
Colombia,2005,Total,CÃºcuta,"Final figure, complete",2008,293702,
Portugal,2003,Total,LISBOA,"Final figure, complete",2004,293656,
Germany,2013,Total,Dortmund,"Final figure, complete",2013,293643,
Russian Federation,2008,Total,Vologda,"Final figure, complete",2009,293631,
Costa Rica,2015,Total,Alajuela,"Final figure, complete",2015,293601,
"China, Macao SAR",2012,Total,MACAO,"Final figure, complete",2013,293600,
Russian Federation,2009,Total,Vologda,"Final figure, complete",2010,293587,
Romania,2012,Total,Craiova,Provisional figure,2013,293567,
Romania,2007,Total,Galati,"Final figure, complete",2008,293523,
Japan,2010,Total,Hachioji,"Final figure, complete",2012,293462,13
Pakistan,1998,Total,Jhang,"Final figure, complete",2000,293366,20
Venezuela (Bolivarian Republic of),2015,Total,Cabimas,"Final figure, complete",2016,293365,
Norway,2010,Total,OSLO,"Final figure, complete",2011,293342.5,
Thailand,2000,Total,Trang,"Final figure, complete",2000,293321,30
Spain,2006,Total,Vigo,"Final figure, complete",2007,293255,
United States of America,2008,Total,Toledo (OH),"Final figure, complete",2009,293201,"3,4"
China,2000,Total,Tianchang,"Final figure, complete",2002,293195,
Egypt,2006,Total,Ismailia,"Final figure, complete",2011,293184,
China,2000,Total,Panjin,"Final figure, complete",2002,293164,
Spain,2008,Total,MÃ¡laga,"Final figure, complete",2009,293148,
Japan,2000,Total,Akashi,"Final figure, complete",2009,293117,"12,13"
China,2000,Total,Lanxi,"Final figure, complete",2002,293106,
Ukraine,2007,Total,Chernihiv,"Final figure, complete",2007,293047,
China,2000,Total,Ma'anshan,"Final figure, complete",2002,292994,
Australia,2010,Total,Gold Coast-Tweed Heads,Provisional figure,2012,292960,46
India,2001,Total,Gorakhpur,"Final figure, complete",2007,292894,5
Costa Rica,2010,Total,Desamparados,"Final figure, complete",2011,292883,18
France,2010,Total,Toulon,"Final figure, complete",2014,292858.2622,
Netherlands,2005,Total,Rotterdam,"Final figure, complete",2005,292790,102
Ghana,2010,Total,Tema,"Final figure, complete",2015,292773,
Ukraine,2001,Total,Cherkasy,"Final figure, complete",2003,292761,
Democratic People's Republic of Korea,2008,Total,Chongjin,"Final figure, complete",2009,292741,
China,2000,Total,Fuquan,"Final figure, complete",2002,292720,
United States of America,2000,Total,Buffalo (NY),"Final figure, complete",2002,292648,"3,4"
United States of America,2000,Total,Jackson (MS),"Final figure, complete",2002,292637,"3,4"
Russian Federation,2010,Total,Tomsk,"Final figure, complete",2013,292604,
Japan,2010,Total,Fukushima,"Final figure, complete",2012,292590,13
Philippines,2007,Total,Lapu-Lapu,"Final figure, complete",2012,292530,
Thailand,2010,Total,Kanchanaburi,"Final figure, complete",2013,292521,
Ukraine,2008,Total,Chernihiv,"Final figure, complete",2008,292506,
Japan,2004,Total,Akashi,"Final figure, complete",2004,292456,"12,13"
Belgium,2011,Total,Charleroi,"Final figure, complete",2013,292441,
Republic of Korea,2015,Total,Jeju (Cheju),"Final figure, complete",2015,292436,18
Russian Federation,2004,Total,Orenburg,"Final figure, complete",2005,292393,"16,17"
Italy,2011,Total,Catania,Provisional figure,2012,292366,
Australia,2013,Total,Sunshine Coast,"Final figure, complete",2015,292354,43
India,2001,Total,Kukatpalle,"Final figure, complete",2007,292289,5
Argentina,1991,Total,Resistencia,"Final figure, complete",1991,292287,
United States of America,2010,Total,Baltimore (MD),"Final figure, complete",2013,292249,"3,4"
China,2000,Total,Huizhou,"Final figure, complete",2002,292216,
Australia,2010,Total,Greater Wollongong,Provisional figure,2012,292190,46
Kazakhstan,2007,Total,ASTANA,"Final figure, complete",2007,292189,
India,2001,Total,Jamnagar,"Final figure, complete",2007,292168,5
France,1999,Total,Saint-Ã‰tienne,"Final figure, complete",2009,292166,
China,2000,Total,Shishou,"Final figure, complete",2002,292163,
Republic of Korea,2000,Total,Cheongju,"Final figure, complete",2002,292144,
Chile,2009,Total,San Bernardo,"Final figure, complete",2009,292142,31
Ukraine,2001,Total,Sumy,"Final figure, complete",2003,292139,
India,2001,Total,Bhubaneswar,"Final figure, complete",2007,292086,5
Chile,2006,Total,ViÃ±a del Mar,"Final figure, complete",2006,292062,31
Democratic People's Republic of Korea,2008,Total,Hamhung,"Final figure, complete",2009,292058,
China,2000,Total,Kaiyuan (Yunnan),"Final figure, complete",2002,292039,
Russian Federation,2007,Total,Surgut,"Final figure, complete",2008,292021,
Ukraine,2009,Total,Chernihiv,"Final figure, complete",2009,291996,
Philippines,2010,Total,DasmariÃ±as,"Final figure, complete",2013,291994,
Poland,2011,Total,Wroclaw,"Final figure, complete",2013,291987,
Poland,2004,Total,Bialystok,"Final figure, complete",2005,291917,66
Italy,2012,Total,Catania,Provisional figure,2013,291891,
China,2000,Total,Baoji,"Final figure, complete",2002,291884,
Mexico,2010,Total,Tlaquepaque,"Final figure, complete",2011,291878,
Ukraine,2011,Total,Poltava,"Final figure, complete",2011,291850,
Japan,2000,Total,Hamamatsu,"Final figure, complete",2009,291839,"12,13"
United States of America,2010,Total,Anchorage (AK),"Final figure, complete",2013,291826,"3,4,137"
Poland,2006,Total,Bialystok,"Final figure, complete",2006,291823,66
Belgium,2011,Total,Charleroi,"Final figure, complete",2015,291806,
Chile,2007,Total,ViÃ±a del Mar,"Final figure, complete",2007,291803,31
Germany,2012,Total,MÃ_nster (Westf.),"Final figure, complete",2012,291754,
Russian Federation,2004,Total,Surgut,"Final figure, complete",2005,291750,"16,17"
Japan,2003,Total,Akashi,"Final figure, complete",2003,291743,"12,13"
Qatar,2007,Total,Al-Rayyan,"Final figure, complete",2008,291727,
Brazil,2010,Total,Contagem,"Final figure, complete",2012,291709,
United States of America,2010,Total,Stockton (CA),"Final figure, complete",2013,291707,"3,4"
Netherlands,2010,Total,Rotterdam,"Final figure, complete",2010,291628,
Romania,2008,Total,Galati,"Final figure, complete",2009,291608,
China,2000,Total,Jurong,"Final figure, complete",2002,291603,
Azerbaijan,2004,Total,Sumgayit,"Final figure, complete",2005,291600,
China,2000,Total,Zhangzhou,"Final figure, complete",2002,291597,
Chile,2008,Total,ViÃ±a del Mar,"Final figure, complete",2008,291596,31
China,2000,Total,Beipiao,"Final figure, complete",2002,291584,
Iran (Islamic Republic of),2006,Total,Zahedan,"Final figure, complete",2011,291575,
Ukraine,2005,Total,Cherkasy,"Final figure, complete",2005,291570,
Cuba,2014,Total,HolguÃ_n,"Final figure, complete",2015,291560,
Australia,2009,Total,Gold Coast-Tweed Heads,Provisional figure,2011,291505,46
Poland,2003,Total,Bialystok,"Final figure, complete",2004,291465,66
Romania,2002,Total,Craiova,"Final figure, complete",2009,291443,
Chile,2009,Total,ViÃ±a del Mar,"Final figure, complete",2009,291442,31
Philippines,2007,Total,Makati,"Final figure, complete",2012,291441,
Russian Federation,2012,Total,Tomsk,"Final figure, complete",2013,291423,
Chile,2010,Total,ViÃ±a del Mar,"Final figure, complete",2011,291396.5,31
United States of America,2000,Total,Albuquerque (NM),"Final figure, complete",2002,291380,"3,4"
Italy,2005,Total,Genova,"Final figure, complete",2006,291378,
United States of America,2010,Total,Nashville-Davidson (TN),"Final figure, complete",2013,291294,"3,4,111"
Ukraine,2007,Total,Gorlivka,"Final figure, complete",2007,291267,
Egypt,2006,Total,El-Khosos,"Final figure, complete",2011,291242,
Germany,2015,Total,DÃ_sseldorf,"Final figure, complete",2015,291199,54
India,2001,Total,Raipur,"Final figure, complete",2007,291163,5
Spain,2011,Total,MÃ¡laga,"Final figure, complete",2014,291160,
Poland,2011,Total,Bialystok,"Final figure, complete",2013,291133,
Japan,2000,Total,Fukushima,"Final figure, complete",2009,291121,"12,13"
Japan,2000,Total,Yokkaichi,"Final figure, complete",2009,291105,"12,13"
Ukraine,2011,Total,Chernihiv,"Final figure, complete",2011,291076,
India,2001,Total,Bhilai Nagar,"Final figure, complete",2007,291070,5
China,2000,Total,Rushan,"Final figure, complete",2002,291047,
Finland,2014,Total,HELSINKI,"Final figure, complete",2015,291035,"109,110"
Japan,2005,Total,Akashi,"Final figure, complete",2007,291027,"12,13"
Japan,2010,Total,Akashi,"Final figure, complete",2012,290959,13
China,2000,Total,Yongkang,"Final figure, complete",2002,290946,
Thailand,2000,Total,Chon Buri,"Final figure, complete",2000,290925,30
Kazakhstan,2008,Total,Shimkent,"Final figure, complete",2008,290915,
Russian Federation,2011,Total,Yakutsk,"Final figure, complete",2012,290911,
Ukraine,2012,Total,Chernihiv,"Final figure, complete",2012,290903,
Portugal,2004,Total,LISBOA,"Final figure, complete",2005,290891,
Switzerland,2001,Total,Lausanne,"Final figure, complete",2002,290881,
Japan,2003,Total,Fukushima,"Final figure, complete",2003,290879,"12,13"
Japan,2005,Total,Fukushima,"Final figure, complete",2007,290869,"12,13"
Iran (Islamic Republic of),2011,Total,Malard,"Final figure, complete",2013,290817,
Ukraine,2005,Total,Cherkasy,"Final figure, complete",2005,290796,
Chile,2011,Total,ViÃ±a del Mar,"Final figure, complete",2012,290785,31
United States of America,2012,Total,St. Paul (MN),"Final figure, complete",2014,290770,"3,26"
Romania,2009,Total,Galati,"Final figure, complete",2010,290733,
Pakistan,1998,Total,ISLAMABAD,"Final figure, complete",2000,290717,20
Japan,2004,Total,Fukushima,"Final figure, complete",2004,290707,"12,13"
Brazil,2010,Total,GuarujÃ¡,"Final figure, complete",2012,290696,
Japan,2005,Total,Shimonoseki,"Final figure, complete",2007,290693,"12,13"
China,2000,Total,Shuozhou,"Final figure, complete",2002,290621,
Australia,2012,Total,Gold Coast-Tweed Heads,"Final figure, complete",2014,290597,43
Romania,2010,Total,Galati,"Final figure, complete",2011,290593,
Egypt,2006,Total,Port Said,"Final figure, complete",2011,290580,
Ukraine,2012,Total,Poltava,"Final figure, complete",2012,290568,
China,2000,Total,Beihai,"Final figure, complete",2002,290544,
Colombia,2005,Total,Buenaventura,"Final figure, complete",2008,290457,
Romania,2011,Total,Iasi,"Final figure, complete",2014,290422,
El Salvador,2003,Total,Soyapango,"Final figure, complete",2004,290412,119
Italy,2007,Total,Genova,"Final figure, complete",2008,290332.5,
Italy,2006,Total,Genova,"Final figure, complete",2007,290332.5,
Ukraine,2013,Total,Chernihiv,"Final figure, complete",2013,290269,
